"","names","descriptions","total_funding","wordcount","average_score","score_sd","num_responses","funding_dummy","clean_text","dup1","dup2","match","Infrastructure","Telecommunications","Logistics","Small.and.Medium.Businesses","Hospitality","E.Commerce","Delivery","Mobile","Property.Management","NFC","Film.Distribution","Internet","RFID","Fashion","Mobile.Advertising","Social.Media","Agriculture","Internet.of.Things","Mobile.Devices","Information.Technology","Information.Services","Customer.Service","Tourism","Travel","Corporate.Training","Training","Financial.Services","Payments","Beauty","Location.Based.Services","News","Search","Shopping","Price.Comparison","Furniture","Education","Professional.Services","Real.Estate","Publishing","Outsourcing","Consulting","Social.Recruiting","Curated.Web","Non.Profit","Communities","Venture.Capital","Hardware","Software","Manufacturing","Credit","Banking","Marketing","Business.Intelligence","Social.Entrepreneurship","Oil.and.Gas","Legal","Satellite.Communication","Communications.Infrastructure","E.Commerce.Platforms","Health.Care","Shipping","SaaS","Supply.Chain.Management","Shipping.Broker","Business.Development","Technical.Support","Finance","Wholesale","PaaS","FinTech","Energy","Retail","Innovation.Management","Apps","Consumer","Employment","Waste.Management","Advertising","B2B","Solar","Content","Music","Billing","mHealth","Marketing.Automation","Nutrition","Child.Care","Clean.Energy","Market.Research","Video","Web.Development","Web.Design","Recycling","Water","Classifieds","CRM","Food.and.Beverage","Restaurants","Content.Discovery","Food.Delivery","Marketplace","Farmers.Market","Analytics","Broadcasting","Social.Media.Marketing","Digital.Media","Local","Automotive","Electronics","Advice","Transportation","Impact.Investing","Photo.Sharing","Handmade","Art","Content.Delivery","Project.Management","Children","Gaming","Enterprise.Software","Recruiting","Big.Data","Blogging.Platforms","Sports","Web.Hosting","Mobile.Apps","Medical","Wellness","Digital.Entertainment","Teenagers","Advertising.Platforms","Messaging","Emerging.Markets","Audio","Media.and.Entertainment","Video.Streaming","Mobile.Payments","Gift.Card","Cloud.Computing","Loyalty.Programs","Events","Brand.Marketing","Public.Relations","Web.Analytics","Digital.Marketing","Parenting","Identity.Management","Crowdfunding","SEO","Private.Social.Networking","Career.Planning","Consumer.Electronics","Skill.Assessment","EdTech","Gamification","X3D.Technology","Security","Wireless","Human.Resources","Colleges","College.Campuses","Universities","SMS","Text.Analytics","Guides","VoIP","Video.Chat","Video.Conferencing","Printing","Shoes","Crowdsourcing","File.Sharing","Local.Advertising","IT.and.Cybersecurity","Commercial.Real.Estate","Insurance","Construction","Collaboration","STEM.Education","Cryptocurrency","Developer.APIs","Food.Processing","Building.Material","Fitness","Charity","Bitcoin","Android","Farming","Ticketing","Coworking","Computer","Underserved.Children","Subscription.Service","Film","Video.on.Demand","IaaS","Cyber.Security","Incubators","Service.Industry","Task.Management","Document.Management","Primary.Education","Social.Bookmarking","Mechanical.Design","Industrial.Engineering","Energy.Storage","Journalism","Social.CRM","ICT","Accounting","Leisure","Taxi.Service","Cloud.Data.Services","Industrial","Graphic.Design","Developer.Tools","Organic","Car.Sharing","Coffee","country","funding_rounds","funding_type","investors"
"63","Anatexis","Anatexis   Providing you with the latest and best eBooks.      We are committed to providing our customers with the best of the best and the latest eBooks that will provide them with the latest  information on how to earn income online, how to build strong relationships and how they can succeed in this world of competition. Our customer's success is our pride.    We want and wish they  succeed at all costs and that's why we are committed to providing them with the latest knowledge on how they can maximize income online without wasting lots of time beating about the bush and using unproven techniques.  We will never apologize for providing our customers with the latest information and the techniques that they have to apply to become financially free and independent.      Currently we have one employee and he is in-charge of all the activities that pertain to Anatexis and he is kato Paul the founder and manger of Anatexis.  He is been online for sometime testing this and that and we highly believe that he is the right person to be handling Anatexis at the present.      At present we have no partners but we are willing to partner with anyone who has the same dream and vision like ours.  We are open to advisers and well wishers.      Online entrepreneurs  Home based entrepreneurs  Counselors  All persons who are ready to change their lives.      We sell eBooks to the general public online at low costs.  WHERE WE COME FROM  Anatexis was founded to help extend information to those in need of it at a low cost.    WHY eBooks?  We decided to deal in eBooks especially those that train internet entrepreneurs because we highly believe in their success and the fact that they will be having computers and online devices. we also thought of the difficulties with carrying hard cover books and we came up with an eBook selling store.",5000,315,0.444444444444444,0.506369683541833,12,1,"anatexis providing latest best ebooks committed providing customers best best latest ebooks provide latest information earn income online build strong relationships succeed world competition customer success pride want wish succeed costs committed providing latest knowledge maximize income online without wasting lots time beating bush using unproven techniques never apologize providing customers latest information techniques apply become financially free independent currently one employee charge activities pertain anatexis kato paul founder manger anatexis online sometime testing highly believe person handling anatexis present present partners willing partner anyone dream vision like open advisers well wishers online entrepreneurs home based entrepreneurs counselors persons ready change lives sell ebooks general public online low costs come anatexis founded help extend information need low cost ebooks decided deal ebooks especially train internet entrepreneurs highly believe success fact computers online devices thought difficulties carrying hard cover books came ebook selling store",FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",1,"debt_financing",""
"64","Appfrica","Appfrica is a global consultancy company that conducts market research, delivers custom technology solutions, and invests in emerging markets. The company offers regional support in over 16 Sub-Saharan African countries and helps technology companies and innovation centric organizations enter African markets to invest and do business.      Appfrica works with NGOs, government agencies, foundations, and corporations who are seeking local technical expertise and partners.      Appfrica has invested in several African tech initiatives, including Apps4Africa, HiveColab, Women in Technology Uganda, and AfriLabs.      Appfrica was founded by Jonathan Gosier and is based in Kampala, Uganda.",15000,92,0.475,0.505736325340815,19,1,"appfrica global consultancy company conducts market research delivers custom technology solutions invests emerging markets company offers regional support sub saharan countries helps technology companies innovation centric organizations enter markets invest business appfrica works ngos government agencies foundations corporations seeking local technical expertise partners appfrica invested several tech initiatives including apps hivecolab women technology afrilabs appfrica founded jonathan gosier based kampala",FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",1,"seed","kuvcapital"
"65","Applied Logic US Inc.","Pledge51 is a fresh mobile media company pursuing opportunities in Nigeria's mobile internet space. On Tuesday 29th May 2013, the company launched her social gaming platform; Chopup.    Chopup is a social platform that allows mobile game players to interact based on in-game achievements. As part of the release of Chopup, the company also launched Danfo Reloaded II; the first mobile game to come integrated with the Chopup Platform.     The platform is unique because it caters specifically to Africa's mobile market which mostly consists of fairly basic devices and is only recently witnessing growing adoption of smart phones.    The company's game/app portfolio has already crossed over 1 million downloads and growing till date.",30000,110,0.441176470588235,0.503994737261378,15,1,"pledge fresh mobile media company pursuing opportunities mobile internet space tuesday th may company launched social gaming platform chopup chopup social platform allows mobile game players interact based game achievements part release chopup company launched danfo reloaded ii first mobile game come integrated chopup platform platform unique caters specifically mobile market mostly consists fairly basic devices recently witnessing growing adoption smart phones company game app portfolio already crossed million downloads growing till date",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",3,"seed|convertible_note|seed",""
"66","Appropriate Energy Saving Technologies","Appropriate Energy Saving Technologies Limited makes and sells charcoal briquettes from recycled agricultural waste and energy saving stoves. The charcoal briquettes are a viable low cost alternative to enviromentally damaging fuels such as firewood, kerosene and wood charcoal. They are smokeless, sootless, have long burning and heating capacity and are far cheaper than wood charcoal and fire wood. AEST LTD also makes improved cook stoves with a fired clay lining, a metallic cladding, a grate and cement mixture used for assembling. The improved cook stove efficiency ranges between 50 to 60 % as opposed to the traditional stove whose efficiency is about 24%.    3 million urban and peri-urban low income households in the Teso region of northeastern Uganda. There are 100 poultry farms, 500 institutions such as schools, restaurants, hotels, prisons, etc. and 300 tea kiosks and barbeques.    Appropriate Energy Saving Technologies (AEST) LTD provides charcoal briquettes and energy saving cook stoves to households and institutions in urban and peri-urban areas in Northeastern Uganda .The charcoal briquettes from agricultural waste are smokeless, sootless, have long burning capacity and are far cheaper than wood charcoal and fire wood while the cook stoves are energy saving thus saving about 40 to 50 % energy that would be wasted in the traditional cook stoves.",0,200,0.707317073170732,0.460646417495262,29,0,"appropriate energy saving technologies limited makes sells charcoal briquettes recycled agricultural waste energy saving stoves charcoal briquettes viable low cost alternative enviromentally damaging fuels firewood kerosene wood charcoal smokeless sootless long burning heating capacity far cheaper wood charcoal fire wood aest ltd makes improved cook stoves fired clay lining metallic cladding grate cement mixture used assembling improved cook stove efficiency ranges opposed traditional stove whose efficiency million urban peri urban low income households teso region northeastern poultry farms institutions schools restaurants hotels prisons etc tea kiosks barbeques appropriate energy saving technologies aest ltd provides charcoal briquettes energy saving cook stoves households institutions urban peri urban areas northeastern charcoal briquettes agricultural waste smokeless sootless long burning capacity far cheaper wood charcoal fire wood cook stoves energy saving thus saving energy wasted traditional cook stoves",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",0,"",""
"67","AquaClean","ACI sells both wholesale and retail from the office to individuals and partner organisations. Some of the products in ACI basket includes; Water guard Charcoal water filters water on wheel tanks.",0,31,0.357142857142857,0.484965604585173,15,0,"aci sells wholesale retail office individuals partner organisations products aci basket includes water guard charcoal water filters water wheel tanks",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"68","Artizanni Ltd","Artizanni Helps Nigerians residing overseas to design,build,buy,verify,document and manage Real Estate Anywhere in Nigeria.",0,14,0.272727272727273,0.450510633466967,12,0,"artizanni helps nigerians residing overseas design build buy verify document manage real estate anywhere",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
"69","Asoriba","A web platform that enables church administrators to identify, understand, monitor and meet the needs of each church member specifically.",0,20,0.685714285714286,0.471008215953605,24,0,"web platform enables church administrators identify understand monitor meet needs church member specifically",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ghana",0,"",""
"70","aSuiteStay","aSuiteStay	gives	international	travelers	the	ability	to book fully furnished	and serviced apartments, villas,	 homes, and	 boutique or specialty hotels in Africa.	    Currently,	alternative	stay	properties	in most major	African destinations have limited visibility among	 international travelers.	 International booking	sites	 give	 customers	access	 to	 mostly major hotel brands,	 standard	 hotel	 accommodations.	 aSuiteStay properties offers privacy,	Extra	living	space,	quality	furniture,	kitchens	equipped	with	  all	 the	 necessary	 housewares,	 and	 more	 to	 make	 every	 guest's	 stay	 far	 more	  comfortable	than	a	traditional	hotel	room.	In	addition,	aSuiteStay	provides	guests	with	  24/7	local expertise	in	their	travel	destination. Whether	the	trip	involves	leisure	travel,	employee	relocation,	an	extended	stay,	or	ongoing	business	travel, aSuiteStay	has	the	housing	solutions	to	meet	virtually	any	location	or	budgetary	needs. For	the	increasing	number of	business	travelers,	properties	can	be	rented	nightly	or	monthly	for	up	to	one	year. aSuiteStay	is	uniquely	able	 to	combine	local	knowledge	and	connections	with	world class	 technology	 to	 provide	 the	 best	 in short and long-term stay accommodation in Africa.",0,167,0.517241379310345,0.508547627715608,15,0,"asuitestay	gives	international	travelers ability book fully furnished serviced apartments villas homes boutique specialty hotels currently alternative	stay	properties major destinations limited visibility among international travelers international booking	sites give customers	access mostly major hotel brands standard hotel accommodations asuitestay properties offers privacy extra	living	space quality	furniture kitchens	equipped necessary housewares make every guest stay far comfortable traditional	hotel	room addition asuitestay	provides	guests local expertise travel	destination whether trip	involves	leisure	travel employee	relocation extended	stay ongoing	business	travel asuitestay housing	solutions meet	virtually location budgetary	needs increasing	number business	travelers properties rented	nightly monthly one	year asuitestay uniquely	able combine	local	knowledge connections world class technology provide best short long term stay accommodation",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ghana",0,"",""
"71","Audio.Chat","Audio.chat is a mobile platform that allows users share their story using sounds and pictures.",0,15,0.375,0.491869376837965,12,0,"audio chat mobile platform allows users share story using sounds pictures",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenya",0,"",""
"72","Awhenepa","The Global Marketplace for African Designers and Innovators. Sell , Buy and be Informed! The Best of Niche with over 120 designers and counting.",0,22,0.266666666666667,0.449776445108804,8,0,"global marketplace designers innovators sell buy informed best niche designers counting",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ghana",0,"",""
"73","Bamba Group","Today, organizations spend a lot of money on physical data gathering exercises using old-fashioned paper-based methods. These methods result in expensive, severely delayed and incomplete data . With Bamba, a client can launch a data collection exercise anywhere in the world simply from the comfort of their web browser and the client can ensure individuals respond with complete answers by paying those individuals for that data with mobile airtime in 122 different countries thus far.",0,73,0.342105263157895,0.480782908219932,13,0,"today organizations spend lot money physical data gathering exercises using old fashioned paper based methods methods result expensive severely delayed incomplete data bamba client launch data collection exercise anywhere world simply comfort web browser client ensure individuals respond complete answers paying individuals data mobile airtime different countries thus far",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","BaNaPads","BaNaPads are cost effective sanitary pads made from the processed stems of freely available banana plants. The eco-friendly absorbent material is derived from plant and paper materials and is packaged for monthly distribution to school girls. BaNaPads fabrication centers employ and serve the female residents of the rural communities in Uganda.    The Target Market of BaNaPads products consists of over 7 million females, with over 1.7 million girls between the ages of 10 and 19. Female students require affordable, hygienic, and accessible methods of managing menstruation to be able to attend school without embarrassment. Often female students will miss school days and avoid activities outside the home due to the shame surrounding menstruation and a lack of effective products.    BaNaPads empowers women & girls in rural Uganda.",0,122,0.8125,0.396557769456266,26,0,"banapads cost effective sanitary pads made processed stems freely available banana plants eco friendly absorbent material derived plant paper materials packaged monthly distribution school girls banapads fabrication centers employ serve female residents rural communities target market banapads products consists million females million girls ages female students require affordable hygienic accessible methods managing menstruation able attend school without embarrassment often female students miss school days avoid activities outside home due shame surrounding menstruation lack effective products banapads empowers women girls rural",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Uganda",0,"",""
"75","Bangee","Genii Games Limited is the parent entity behind the Asa (meaning culture in Yoruba) brand; a growing collection of interactive culture teaching mobile apps for African kids towards addressing their declining interest & knowledge of African culture.  These Asa apps include the use of stimulating features as animation, voice, text, sound, colourful graphics and games to teach African culturally related subjects which include languages, etiquette and ethics. These apps are available across multiple mobile platforms such as iOS, Android and BlackBerry.  Genii Games’ Asa was born on February 2012 by a team of interesting folks at the Co-Creation Hub Tech-In Education Hackathon.",0,100,0.763157894736842,0.430851484182746,29,0,"genii games limited parent entity behind asa meaning culture yoruba brand growing collection interactive culture teaching mobile apps kids towards addressing declining interest knowledge culture asa apps include use stimulating features animation voice text sound colourful graphics games teach culturally related subjects include languages etiquette ethics apps available across multiple mobile platforms ios android blackberry genii games asa born february team interesting folks creation hub tech education hackathon",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",1,"equity_crowdfunding",""
"76","BAU Research and Development","The history of BAU Research and Development stems from the belief that equality in access to higher education is needed for the development of Africa. Economic, Political and Societal challenges however continue to considerably prevent many of those living in Sub-Saharan Africa from gaining proper higher education. Also, those who gain access to education graduate to join a demanding job market. There is a need to create opportunities for graduating students in African countries.    We are reinventing learning in Africa by providing Advisory, Financing and Research that equip universities to provide the best possible learning to its students. We advise, invest and create research opportunities for these institutions based on their needs, to match established global standards and in turn increase the competitiveness of these institutions in the African and Global market.",0,132,0.793103448275862,0.412250820394886,23,0,"history bau research development stems belief equality access higher education needed development economic political societal challenges however continue considerably prevent many living sub saharan gaining proper higher education gain access education graduate join demanding job market need create opportunities graduating students countries reinventing learning providing advisory financing research equip universities provide best possible learning students advise invest create research opportunities institutions based needs match established global standards turn increase competitiveness institutions global market",FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",0,"",""
